DBJP,0.9999999999999919
DBKO,0.9999999999999937
DEEF,0.9999999999999929
DFJ,0.999999999999995
DIM,0.999999999999993
DLS,0.9999999999999956
DOL,0.0
DOO,0.0
DTH,0.0
DVYA,0.0
DWM,0.9999999999999859
DXJ,0.999999999999993
DXJF,0.9999999999999855
DXJS,0.9999999999999767
ENZL,0.9999999999999329
EPP,0.9999999999999944
EWA,0.9999999999999941
EWJ,0.9999999999999858
EWS,0.9999999999999891
EWT,0.9999999999999883
EWV,0.0
EWY,0.9999999999999881
FAUS,0.9999999999999949
FDT,0.9999999999999959
FDTS,0.9999999999999842
FHK,0.9999999999999836
FJP,0.99999999999998
FKO,0.9999999999999877
FNDC,0.9999999999999948
FNDF,0.9999999999999878
FPA,0.9999999999999898
GSIE,0.9999999999999739
GWX,0.9999999999999917
HAUD,0.999999999999988
HEWJ,0.9999999999999688
HEWY,0.9999999999999917
HFXI,0.9999999999999833
HFXJ,0.9999999999999957
HJPX,0.9999999999999916
IDHQ,0.9999999999999761
IDLB,0.999999999999988
IDOG,0.0
IPAC,0.9999999999999956
ISCF,0.999999999999991
ISZE,0.9999999999999768
IVAL,0.9999999999999883
IVLU,0.9999999999999836
JHDG,0.9999999999999926
JPIN,0.9999999999999767
JPMV,0.0
JPN,0.9999999999999916
JPNL,0.9685747944332004
JPXN,0.9999999999999899
PAF,0.9999999999999788
PDN,0.9999999999999867
PXF,0.999999999999988
SCIJ,0.9999999999999782
SCIX,0.9999999999999941
SCJ,0.9999999999999919
VPL,0.9999999999999907
ZJPN,0.9999999999999768
